Java 8 found at /usr/lib/jvm/java-8-openjdk/jre/bin/java
BBC started
07:11:44.654 [main] INFO de.learnlib.util.Experiment - Starting round 1
07:11:44.661 [main] INFO de.learnlib.util.Experiment - Learning
07:11:57.865 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
07:14:31.252 [main] INFO de.learnlib.util.Experiment - Learning
07:14:38.202 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
07:14:38.895 [Thread-9] DEBUG org.group_mmm.SimulinkGenerationalGeneticAlgorithm - previous population is reused
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.6670652966732
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.697733980587444
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.445841898004005
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.158260569772864
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44722079794212
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.87274640212635
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 63.61143843884903
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.89183369661306
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.23032395697754
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.801407930628216
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44092561010655
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.05150581481857
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.77528353604701
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 33.69291047105595
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.984310304518075
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.414977786739556
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.229402126530374
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.10391866817001
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.35510863579981
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.8711209013596
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.35142049418711
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.28499365326667
07:14:38.895 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.039939591133177
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.80899705532421
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 19.325710148740896
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.9966870100666
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.52114294744968
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 67.32376876234258
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 68.35947973843466
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.41035146836251
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.89410653381057
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.86871555650927
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.351008877243856
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.21713071873616
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.18572234770707
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.09859038042462
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.796201675139315
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.89919383485764
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.662702603006764
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.70974197777724
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.414775451198054
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 76.51176124904246
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.96240340469211
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.46806931258756
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.244876851646254
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.81227131418326
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.10271100251754
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.50917142420795
07:14:38.896 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 22.19167236780828
07:14:38.897 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.169643638566086
07:14:38.904 [main] INFO de.learnlib.util.Experiment - aa ba ab ba ba bb aa aa ba ba ba ab ab ba bb
07:14:38.904 [main] INFO de.learnlib.util.Experiment - Starting round 11
07:14:38.904 [main] INFO de.learnlib.util.Experiment - Learning
07:14:46.385 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
07:14:47.035 [Thread-10] DEBUG org.group_mmm.SimulinkGenerationalGeneticAlgorithm - previous population is reused
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.6670652966732
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.697733980587444
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.445841898004005
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.158260569772864
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44722079794212
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.87274640212635
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 63.61143843884903
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.89183369661306
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.23032395697754
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44092561010655
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.05150581481857
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.77528353604701
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.414977786739556
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.229402126530374
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.10391866817001
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.35510863579981
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.848560913502354
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.8711209013596
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.35142049418711
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.28499365326667
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.039939591133177
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 19.325710148740896
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.9966870100666
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.52114294744968
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 67.32376876234258
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 68.35947973843466
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.41035146836251
07:14:47.035 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.89410653381057
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.86871555650927
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.351008877243856
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.21713071873616
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.18572234770707
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.09859038042462
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.796201675139315
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.89919383485764
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.662702603006764
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.70974197777724
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.414775451198054
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 76.51176124904246
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.96240340469211
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.46806931258756
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.81227131418326
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.10271100251754
07:14:47.036 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 22.19167236780828
07:14:47.036 [main] INFO de.learnlib.util.Experiment - ba bb bb ab ba ba ba ab aa aa ab ab ab bb ba
07:14:47.036 [main] INFO de.learnlib.util.Experiment - Starting round 12
07:14:47.036 [main] INFO de.learnlib.util.Experiment - Learning
07:15:24.081 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
07:15:24.717 [Thread-11] DEBUG org.group_mmm.SimulinkGenerationalGeneticAlgorithm - previous population is reused
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.6670652966732
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.697733980587444
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.445841898004005
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.158260569772864
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44722079794212
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.87274640212635
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 63.61143843884903
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.89183369661306
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.23032395697754
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44092561010655
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.05150581481857
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.77528353604701
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.229402126530374
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.10391866817001
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.35510863579981
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.848560913502354
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.8711209013596
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.35142049418711
07:15:24.717 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.28499365326667
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.039939591133177
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.9966870100666
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.52114294744968
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 67.32376876234258
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 68.35947973843466
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.41035146836251
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.89410653381057
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.86871555650927
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.351008877243856
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.21713071873616
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.18572234770707
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.09859038042462
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.796201675139315
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.89919383485764
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.662702603006764
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.70974197777724
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.414775451198054
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 76.51176124904246
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.96240340469211
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.46806931258756
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.81227131418326
07:15:24.718 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.10271100251754
07:15:24.718 [main] INFO de.learnlib.util.Experiment - aa aa ab ba aa ba ab ba ba aa bb ab aa bb ba
07:15:24.718 [main] INFO de.learnlib.util.Experiment - Starting round 13
07:15:24.718 [main] INFO de.learnlib.util.Experiment - Learning
07:15:30.312 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
07:15:31.047 [Thread-12] DEBUG org.group_mmm.SimulinkGenerationalGeneticAlgorithm - previous population is reused
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.6670652966732
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.697733980587444
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.445841898004005
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.158260569772864
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44722079794212
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.87274640212635
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 63.61143843884903
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.89183369661306
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.23032395697754
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44092561010655
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.05150581481857
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.77528353604701
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.229402126530374
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.10391866817001
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.35510863579981
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.848560913502354
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.8711209013596
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.35142049418711
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.28499365326667
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.039939591133177
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.9966870100666
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.52114294744968
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 67.32376876234258
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 68.35947973843466
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.41035146836251
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.89410653381057
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.86871555650927
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.351008877243856
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.21713071873616
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.18572234770707
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.09859038042462
07:15:31.047 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.796201675139315
07:15:31.048 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.89919383485764
07:15:31.048 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.662702603006764
07:15:31.048 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.70974197777724
07:15:31.048 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.414775451198054
07:15:31.048 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.96240340469211
07:15:31.048 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.46806931258756
07:15:31.048 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.81227131418326
07:15:31.048 [main] INFO de.learnlib.util.Experiment - aa ba ba ba ab aa bb ab ab ba aa aa bb ab ba
07:15:31.048 [main] INFO de.learnlib.util.Experiment - Starting round 14
07:15:31.048 [main] INFO de.learnlib.util.Experiment - Learning
07:15:47.816 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
07:15:48.487 [Thread-13] DEBUG org.group_mmm.SimulinkGenerationalGeneticAlgorithm - previous population is reused
07:15:48.487 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.6670652966732
07:15:48.487 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.697733980587444
07:15:48.487 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.445841898004005
07:15:48.487 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.158260569772864
07:15:48.487 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44722079794212
07:15:48.487 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.87274640212635
07:15:48.487 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 63.61143843884903
07:15:48.487 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.89183369661306
07:15:48.487 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.23032395697754
07:15:48.487 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44092561010655
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.05150581481857
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.77528353604701
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.229402126530374
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.10391866817001
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.35510863579981
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.848560913502354
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.35142049418711
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.28499365326667
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.12255498728612
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.039939591133177
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.9966870100666
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.52114294744968
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 67.32376876234258
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 68.35947973843466
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.41035146836251
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.89410653381057
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.332458231095
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.566590934712735
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.86871555650927
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.351008877243856
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.21713071873616
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.18572234770707
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.09859038042462
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.796201675139315
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.89919383485764
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.662702603006764
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.70974197777724
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.414775451198054
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.01284176423425
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.96240340469211
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.46806931258756
07:15:48.488 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.718870160363366
07:15:48.488 [main] INFO de.learnlib.util.Experiment - ab aa ab ba ba ba ab ba ab bb ba ba aa ba aa
07:15:48.488 [main] INFO de.learnlib.util.Experiment - Starting round 15
07:15:48.488 [main] INFO de.learnlib.util.Experiment - Learning
07:16:03.885 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
07:16:04.520 [Thread-14] DEBUG org.group_mmm.SimulinkGenerationalGeneticAlgorithm - previous population is reused
07:16:04.520 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.6670652966732
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.697733980587444
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.445841898004005
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.158260569772864
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44722079794212
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.87274640212635
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 63.61143843884903
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.89183369661306
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.23032395697754
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44092561010655
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.05150581481857
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.77528353604701
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.229402126530374
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.10391866817001
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.35510863579981
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.848560913502354
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.35142049418711
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.28499365326667
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.12255498728612
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.039939591133177
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.9966870100666
07:16:04.521 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.52114294744968
