Java 8 found at /usr/lib/jvm/java-8-openjdk/jre/bin/java
BBC started
06:18:20.148 [main] INFO de.learnlib.util.Experiment - Starting round 1
06:18:20.151 [main] INFO de.learnlib.util.Experiment - Learning
06:18:33.862 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:20:13.254 [main] INFO de.learnlib.util.Experiment - Starting round 3
06:20:13.254 [main] INFO de.learnlib.util.Experiment - Learning
06:20:29.421 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:20:30.144 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.10584970089998
06:20:30.144 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.48514438709097
06:20:30.144 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.81705827961652
06:20:30.144 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 16.173101492080193
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.23572108595998
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.340125034160465
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.53381875217039
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.53470425230218
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 63.505794538032646
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.9573387315519
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.05021468623808
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.56034445207595
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.48149441166534
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.996806183208605
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.20003068688226
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 59.81496032385874
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.74840462248662
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 83.98238862632982
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.11407032684362
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 21.99684777484832
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.518575100775024
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.00371388362295
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 10.477493728652775
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.83173910252266
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 64.41430343851422
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.733988161376004
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.95630933507327
06:20:30.145 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 75.79571253769228
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.095974435350755
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.16493015728247
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.66796444372378
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 20.271808256822254
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.17988193360058
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.74947210177265
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.474738168207296
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.53286559250358
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.91012322523345
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.85747990732338
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.669208514178806
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.81552086120895
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.86591188627354
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.09133609069178
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.40955778044602
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.34565396590209
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.010581336430945
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.01779326860144
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.96893138392683
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.3843837506694
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.329758131561775
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.82540938544136
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.67469771780587
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.64355727626203
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.418033250166275
06:20:30.146 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.29128239354859
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.76251241806712
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.88898248813628
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.00147719164356
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.121102957870775
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 34.00267960764417
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.21004182998951
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 84.11238621882823
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 79.75838498498956
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.742838548398566
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.56910218221094
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.127295757491
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.55732485882625
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.870432169148486
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.851717511847795
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 40.108196739326715
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.75277005151632
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.425734053866094
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.2689641877262
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.31967548100715
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 25.57191500818317
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 16.919195043743883
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.93635227078245
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 40.54637171718694
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.308038219858204
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.79828129033021
06:20:30.147 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.58296114035422
06:20:30.148 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.51252871916245
06:20:30.148 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.8834056569643
06:20:30.148 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 22.59461803479458
06:20:30.148 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.5045171989363
06:20:30.148 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.88548123136897
06:20:30.148 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.94980375238489
06:20:30.148 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.65947609168357
06:20:30.148 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 73.92968791335778
06:20:30.148 [Thread-2] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.80905920439683
06:20:30.152 [main] INFO de.learnlib.util.Experiment - ab bb ab ba ba bb aa bb ab ab ab ba ba ba ab
06:20:30.152 [main] INFO de.learnlib.util.Experiment - Starting round 4
06:20:30.152 [main] INFO de.learnlib.util.Experiment - Learning
06:20:45.564 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:20:46.333 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.10584970089998
06:20:46.334 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.48514438709097
06:20:46.334 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 16.173101492080193
06:20:46.334 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.23572108595998
06:20:46.334 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.340125034160465
06:20:46.334 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.53381875217039
06:20:46.334 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.53470425230218
06:20:46.334 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 63.505794538032646
06:20:46.334 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.9573387315519
06:20:46.334 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.05021468623808
06:20:46.334 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.56034445207595
06:20:46.334 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.48149441166534
06:20:46.334 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.996806183208605
06:20:46.334 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.20003068688226
06:20:46.334 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 59.81496032385874
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.74840462248662
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 83.98238862632982
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.11407032684362
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 21.99684777484832
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.518575100775024
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.00371388362295
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 10.477493728652775
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.83173910252266
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 64.41430343851422
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.733988161376004
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.95630933507327
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 75.79571253769228
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.095974435350755
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.16493015728247
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.66796444372378
06:20:46.335 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 20.271808256822254
06:20:46.336 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.17988193360058
06:20:46.336 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.74947210177265
06:20:46.336 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.474738168207296
06:20:46.336 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.53286559250358
06:20:46.336 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.91012322523345
06:20:46.336 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.85747990732338
06:20:46.336 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.669208514178806
06:20:46.336 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.81552086120895
06:20:46.336 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.86591188627354
06:20:46.336 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.09133609069178
06:20:46.336 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.40955778044602
06:20:46.336 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.34565396590209
06:20:46.336 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.010581336430945
06:20:46.336 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.01779326860144
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.96893138392683
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.3843837506694
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.329758131561775
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.82540938544136
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.67469771780587
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.64355727626203
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.418033250166275
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.29128239354859
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.76251241806712
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.88898248813628
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.00147719164356
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.121102957870775
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 34.00267960764417
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.21004182998951
06:20:46.337 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 84.11238621882823
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 79.75838498498956
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.742838548398566
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.56910218221094
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.127295757491
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.55732485882625
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.870432169148486
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.851717511847795
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 40.108196739326715
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.75277005151632
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.425734053866094
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.2689641877262
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.31967548100715
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 25.57191500818317
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 16.919195043743883
06:20:46.338 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.93635227078245
06:20:46.339 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 40.54637171718694
06:20:46.339 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.308038219858204
06:20:46.339 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.79828129033021
06:20:46.339 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.58296114035422
06:20:46.339 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.51252871916245
06:20:46.339 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.8834056569643
06:20:46.339 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 22.59461803479458
06:20:46.339 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.5045171989363
06:20:46.339 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.88548123136897
06:20:46.339 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.94980375238489
06:20:46.339 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.65947609168357
06:20:46.339 [Thread-3] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 73.92968791335778
06:20:46.340 [main] INFO de.learnlib.util.Experiment - ab aa aa bb aa aa ab bb ab aa ba ba ab ab ab
06:20:46.340 [main] INFO de.learnlib.util.Experiment - Starting round 5
06:20:46.341 [main] INFO de.learnlib.util.Experiment - Learning
06:21:48.003 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:21:48.670 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.10584970089998
06:21:48.670 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.48514438709097
06:21:48.670 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.340125034160465
06:21:48.670 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.529868517578905
06:21:48.670 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.53470425230218
06:21:48.670 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.9573387315519
06:21:48.670 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.56034445207595
06:21:48.670 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.48149441166534
06:21:48.670 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.996806183208605
06:21:48.670 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.20003068688226
06:21:48.670 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 59.81496032385874
06:21:48.670 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.74840462248662
06:21:48.670 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 83.98238862632982
06:21:48.670 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 21.99684777484832
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.00371388362295
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 10.477493728652775
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.83173910252266
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 64.41430343851422
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.733988161376004
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.95630933507327
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.095974435350755
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.66796444372378
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 20.271808256822254
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.74947210177265
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.474738168207296
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.53286559250358
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.91012322523345
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.85747990732338
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.28730123903988
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.669208514178806
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.81552086120895
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.86591188627354
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.09133609069178
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.40955778044602
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.34565396590209
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.010581336430945
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.96893138392683
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.329758131561775
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.82540938544136
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.67469771780587
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.64355727626203
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.418033250166275
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.29128239354859
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.76251241806712
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.88898248813628
06:21:48.671 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.00147719164356
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.121102957870775
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 34.00267960764417
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.21004182998951
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 84.11238621882823
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 79.75838498498956
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.742838548398566
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.56910218221094
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.127295757491
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.55732485882625
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.870432169148486
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.851717511847795
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.75277005151632
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.425734053866094
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.2689641877262
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.31967548100715
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 25.57191500818317
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 16.919195043743883
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 40.54637171718694
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.308038219858204
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.79828129033021
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.58296114035422
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.51252871916245
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 22.59461803479458
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.5045171989363
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.88548123136897
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.94980375238489
06:21:48.672 [Thread-4] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.65947609168357
06:21:48.672 [main] INFO de.learnlib.util.Experiment - ab bb ab aa ab bb aa bb aa ab ab ba aa ba ba
06:21:48.673 [main] INFO de.learnlib.util.Experiment - Starting round 6
06:21:48.673 [main] INFO de.learnlib.util.Experiment - Learning
06:21:56.240 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:21:57.110 [Thread-5] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.10584970089998
